Area,Fieldtrip code,Sample code,Date,Location,Management,Bait type,Time in,Depth(m),Current,Wind dir.,Cloud (%),Rain (Y/N),Lat. (X),Long. (Y),Orientation,Time (mins),Period,Period time (mins),Time on seafloor,Video duration,Water temperature,Visibility,Bottom type,% water column,% obstruction,Family,Genus,Species,Genus species ,MaxN,Has fed,Comment
Praia do Tofo,19-05_TOFO,19-05_TOF_001,5/10/2019,Praia do Rocha,NR,Mackerel,9:19,13.3,0.5,SE,60,Y briefly,-23.94092,35.52575,Level,,,,,60,NR,9126.644,Sand,46,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_002,5/10/2019,Praia do Rocha,NR,Mackerel,9:26,10.5,0.5,SE,60,Y briefly,-23.93893,35.52551,Level,,,,,60,NR,2805.322,Sand,51,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_003,5/10/2019,Praia do Rocha,NR,Mackerel,9:34,10.2,0.5,SE,60,Y briefly,-23.9366,35.52666,Level,,,,,60,NR,4925.365,Seagrass,57,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_004,5/10/2019,Praia do Rocha,NR,Mackerel,9:41,12,0.5,SE,60,Y briefly,-23.93463,35.52864,Level,,,,,60,NR,2760.111,Patch-reef low,69,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_005,5/10/2019,Praia do Rocha,NR,Mackerel,9:48,12,0.5,SE,60,Y briefly,-23.93369,35.53061,Up,,,,,60,NR,8816.965,Reef high,89,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_006,5/10/2019,Praia do Rocha,NR,Mackerel,11:15,13.7,0.5,SE,60,Y briefly,-23.91153,35.53588,Level,,,,,60,NR,6980.948,Reef low,42,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_007,5/10/2019,Praia do Rocha,NR,Mackerel,11:22,18.3,0.5,SE,60,Y briefly,-23.91026,35.53849,Level,,,,,60,NR,6677.474,Sand,52,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_008,5/10/2019,Praia do Rocha,NR,Mackerel,11:32,14,0.5,SE,60,Y briefly,-23.90796,35.53739,Down,,,,,3,NR,4021.217,Patch-reef high,0,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_009,5/10/2019,Praia do Rocha,NR,Mackerel,11:39,14.2,0.5,SE,60,Y briefly,-23.90517,35.53727,Level,,,,,60,NR,3236.137,Patch-reef low,19,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_010,5/10/2019,Praia do Rocha,NR,Mackerel,11:44,17,0.5,SE,60,Y briefly,-23.9038,35.54007,Level,,,,,60,NR,NR,Patch-reef high,25,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_011,5/10/2019,Praia do Rocha,NR,Mackerel,13:02,14.3,0.5,SE,60,Y briefly,-23.88466,35.55157,Level,,,,,59,NR,NR,Sand,50,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_012,5/10/2019,Praia do Rocha,NR,Mackerel,13:10,13.8,0.5,SE,60,Y briefly,-23.88195,35.5509,Level,,,,,60,NR,3342.746,Sand,65,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_013,5/10/2019,Praia do Rocha,NR,Mackerel,13:19,15.4,0.5,SE,60,Y briefly,-23.88088,35.55343,Level,31.3321,Analysis,27.8498,3.3,60,NR,11299.456,Sand,56,0,Myliobatidae,Mobula,sp.,Mobula sp.,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_014,5/10/2019,Praia do Rocha,NR,Mackerel,13:25,15,0.5,SE,60,Y briefly,-23.87854,35.55447,Level,,,,,60,NR,5828.919,Sand,56,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_015,5/10/2019,Praia do Rocha,NR,Mackerel,13:31,10,0.5,SE,60,Y briefly,-23.87592,35.55403,Level,,,,,60,NR,6686.987,Sand,55,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_016,5/11/2019,Barra,NR,Mackerel,8:39,26.3,0.5,SE,70,Y briefly,-23.66515,35.585006,Up,,,,,60,NR,10744.552,Patch-reef high,100,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_017,5/11/2019,Barra,NR,Mackerel,8:59,30.9,0.5,SE,70,Y briefly,-23.66632,35.584823,Level,17.0287,Analysis,14.9013,2.1,60,NR,9305.357,Patch-reef high,42,0,Carcharhinidae,Carcharhinus,amblyrhynchos,Carcharhinus amblyrhynchos,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_018,5/11/2019,Barra,NR,Mackerel,9:17,32,0.5,SE,70,Y briefly,-23.67225,35.58251,Level,,,,,60,NR,9664.108,Reef low,56,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_019,5/11/2019,Barra,NR,Mackerel,9:20,27.4,0.5,SE,70,Y briefly,-23.67438,35.58184,Level,2.7069,Analysis,0.5336,2.1,60,NR,10197.46,Reef high,62,0,Carcharhinidae,Carcharhinus,amblyrhynchos,Carcharhinus amblyrhynchos,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_020,5/11/2019,Barra,NR,Mackerel,9:25,31,0.5,SE,70,Y briefly,-23.67913,35.581,Level,53.4306,Analysis,50.9373,2.3,60,NR,NR,Reef low,51,0,Carcharhinidae,Carcharhinus,amblyrhynchos,Carcharhinus amblyrhynchos,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_021,5/11/2019,Barra,NR,Mackerel,10:48,23,1,SE,70,Y briefly,-23.70575,35.56772,Level,31.948,Analysis,29.9138,1.5,60,NR,NR,Reef low,56,0,Carcharhinidae,Carcharhinus,amblyrhynchos,Carcharhinus amblyrhynchos,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_022,5/11/2019,Barra,NR,Mackerel,10:55,30.5,1,SE,70,Y briefly,-23.70763,35.56629,Level,47.7972,Analysis,44.77,3,60,NR,8798.317,Patch-reef low,58,0,Myliobatidae,Mobula,kuhlii,Mobula kuhlii,2,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_023,5/11/2019,Barra,NR,Mackerel,11:03,29,1,SE,70,Y briefly,-23.71064,35.56808,Level,44.4569,Analysis,42.9974,1.3,60,NR,5986.776,Reef low,83,0,Rhinobatidae,Acroteriobatus,leucospilus,Acroteriobatus leucospilus,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_024,5/11/2019,Barra,NR,Mackerel,11:09,26.5,1,SE,70,Y briefly,-23.71319,35.56711,Level,7.0034,Analysis,5.1996,1.5,60,NR,7392.343,Reef low,54,0,Carcharhinidae,Carcharhinus,amblyrhynchos,Carcharhinus amblyrhynchos,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_024,5/11/2019,Barra,NR,Mackerel,11:09,26.5,1,SE,70,Y briefly,-23.71319,35.56711,Level,39.0034,Analysis,37.1997,1.5,60,NR,7392.343,Reef low,54,0,Carcharhinidae,Triaenodon,obesus,Triaenodon obesus,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_025,5/11/2019,Barra,NR,Mackerel,11:14,32.2,1,SE,70,Y briefly,-23.71529,35.56546,Level,3.8007,Analysis,1.4862,2.2,60,NR,13783.67,Patch-reef low,73,0,Myliobatidae,Mobula,kuhlii,Mobula kuhlii,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_026,5/11/2019,Tofo,NR,Mackerel,13:12,36,0.5,SE,70,Y briefly,-23.8144,35.562,Level,,,,,60,NR,8781.996,Sand,53,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_027,5/11/2019,Tofo,NR,Mackerel,13:18,33.6,0.5,SE,70,Y briefly,-23.81686,35.56078,Up,,,,,60,NR,1763.966,Sand,100,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_028,5/11/2019,Tofo,NR,Mackerel,13:24,28,0.5,SE,70,Y briefly,-23.81688,35.56488,Level,,,,,60,NR,10029.325,Patch-reef high,2,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_029,5/11/2019,Tofo,NR,Mackerel,13:31,34.8,0.5,SE,70,Y briefly,-23.81966,35.5653,Level,6.2518,Analysis 1,3.3809,7.1,60,NR,12811.703,Reef low,59,0,Carcharhinidae,Carcharhinus,leucas,Carcharhinus leucas,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_029,5/11/2019,Tofo,NR,Mackerel,13:31,34.8,0.5,SE,70,Y briefly,-23.81966,35.5653,Level,57.0125,Analysis 2 Shift in position,49.8729,7.1,60,NR,12811.703,Reef low,59,0,Carcharhinidae,Carcharhinus,limbatus,Carcharhinus limbatus,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_030,5/11/2019,Tofo,NR,Mackerel,13:39,34,0.5,SE,70,Y briefly,-23.82209,35.565,Level,4.8195,On descent,,5.1,60,NR,NR,Reef low,37,0,Carcharhinidae,Carcharhinus,limbatus,Carcharhinus limbatus,1,No,"Carcharhinus limbatus seen on way down, no elasmobranchs seen in analysis period"
Praia do Tofo,19-05_TOFO,19-05_TOF_031,5/11/2019,Tofo,NR,Mackerel,15:03,13.2,0.5,SE,70,Y briefly,-23.85285,35.55666,Level,,,,,60,NR,NR,Sand,61,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_032,5/11/2019,Tofo,NR,Mackerel,15:08,17.5,0.5,SE,70,Y briefly,-23.85077,35.55673,Level,,,,,60,NR,3385.336,Sand,57,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_033,5/11/2019,Tofo,NR,Mackerel,15:12,8.6,0.5,SE,70,Y briefly,-23.84922,35.55505,Level,,,,,60,NR,6714.055,Reef high,54,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_034,5/11/2019,Tofo,NR,Mackerel,15:17,5.3,0,SE,70,Y briefly,-23.84679,35.54479,Level,,,,,33,NR,5365.031,Reef high,71,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_035,5/11/2019,Tofo,NR,Mackerel,15:22,9,0,SE,70,Y briefly,-23.84449,35.54797,Level,,,,,60,NR,3958.246,Patch-reef high,38,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_036,5/12/2019,Barra,NR,Mackerel,8:17,7.5,0,SE,20,N,-23.73972,35.47072,Level,,,,,60,NR,8313.386,Sand,50,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_037,5/12/2019,Barra,NR,Mackerel,8:33,8,0,SE,20,N,-23.74311,35.47129,Level,,,,,60,NR,11121.465,Sand,58,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_038,5/12/2019,Barra,NR,Mackerel,8:40,8.6,0,SE,20,N,-23.74568,35.4754,Level,,,,,60,NR,3210.269,Sand,56,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_039,5/12/2019,Barra,NR,Mackerel,8:47,12.4,0,SE,20,N,-23.74467,35.47853,Level,54.8331,Analysis,51.8732,2.6,60,NR,5860.162,Patch-reef low,51,0,Aetobatidae,Myliobatid,sp.,Myliobatid sp.,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_040,5/12/2019,Barra,NR,Mackerel,8:53,11.7,0,SE,20,N,-23.74636,35.48087,Level,1.9953,On descent,,2,60,NR,NR,Patch-reef low,28,0,Dasyatidae,Taeniura,lymma,Taeniura lymma,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_041,5/12/2019,Barra,NR,Mackerel,10:16,11.8,0,SE,20,N,-23.77902,35.50505,Level,,,,,60,NR,NR,Sand,50,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_042,5/12/2019,Barra,NR,Mackerel,10:21,11.8,0,SE,20,N,-23.77839,35.50872,Level,33.0878,Analysis,31.5382,1.3,60,NR,5077.243,Sand,54,0,Rhinidae,Rhynchobatus,djiddensis,Rhynchobatus djiddensis,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_043,5/12/2019,Barra,NR,Mackerel,10:26,8,0,SE,20,N,-23.77726,35.51185,Level,,,,,60,NR,5806.768,Reef high,78,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_044,5/12/2019,Barra,NR,Mackerel,10:32,11,0,SE,20,N,-23.77865,35.51459,Level,,,,,60,NR,7673.682,Sand,54,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_045,5/12/2019,Barra,NR,Mackerel,10:37,9.6,0,SE,20,N,-23.77999,35.51697,Level,,,,,60,NR,7378.268,Reef high,62,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_046,5/12/2019,Barra,NR,Mackerel,11:54,26,0,SE,20,N,-23.78036,35.54342,Level,,,,,60,NR,5944.985,Sand,54,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_047,5/12/2019,Barra,NR,Mackerel,12:00,18.5,0,SE,20,N,-23.78316,35.54314,Up,,,,,60,NR,8672.977,Sand inundated reef,54,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_048,5/12/2019,Barra,NR,Mackerel,12:06,12.7,0,SE,20,N,-23.78529,35.54472,Level,,,,,60,NR,8863.968,Sand inundated reef,94,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_049,5/12/2019,Barra,NR,Mackerel,12:11,14.6,0,SE,20,N,-23.78721,35.54411,Level,,,,,60,NR,7791.81,Sand inundated reef,63,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_050,5/12/2019,Barra,NR,Mackerel,12:16,13.3,0,SE,20,N,-23.7896,35.54353,Level,,,,,60,NR,NR,Sand inundated reef,24,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_051,5/12/2019,Tofo,NR,Mackerel,13:35,12.3,0.5,SE,20,N,-23.81215,35.54239,Level,,,,,60,NR,7205.989,Reef low,37,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_052,5/12/2019,Tofo,NR,Mackerel,13:40,14.6,0.5,SE,20,N,-23.81597,35.54322,Level,,,,,60,NR,NR,Sand,NR,NR,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_053,5/12/2019,Tofo,NR,Mackerel,13:45,13.8,0.5,SE,20,N,-23.81949,35.55313,Level,,,,,60,NR,4178.882,Sand,58,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_054,5/12/2019,Tofo,NR,Mackerel,13:51,14,0.5,SE,20,N,-23.82253,35.54353,Level,,,,,60,NR,3751.374,Sand,57,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_055,5/12/2019,Tofo,NR,Mackerel,13:58,14,0.5,SE,20,N,-23.82531,35.54283,Level,,,,,60,NR,4030.154,Patch-reef low,49,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_056,5/14/2019,Guinjata,NR,Mackerel,8:11,30,1,ESE,80,N,-23.9677,35.52831,Level,,,,,60,NR,5665.43,Sand inundated reef,54,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_057,5/14/2019,Guinjata,NR,Mackerel,8:16,32,1,ESE,80,N,-23.96506,35.52866,Level,,,,,60,NR,3387.959,Sand,38,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_058,5/14/2019,Guinjata,NR,Mackerel,8:27,27,1,ESE,80,N,-23.96425,35.52531,Level,,,,,60,NR,9283.983,Sand,57,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_059,5/14/2019,Guinjata,NR,Mackerel,8:34,25.2,1,ESE,80,N,-23.96465,35.52178,Level,,,,,58,NR,3673.807,Sand,53,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_060,5/14/2019,Guinjata,NR,Mackerel,8:41,25,1,ESE,80,N,-23.96682,35.52027,Level,,,,,60,NR,NR,Sand,52,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_061,5/14/2019,Guinjata - Manta,NR,Mackerel,9:59,27,1,ESE,80,N,-23.98157,35.51836,Level,,,,,60,NR,NR,Sand,37,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_062,5/14/2019,Guinjata - Manta,NR,Mackerel,10:07,21.5,1,ESE,80,N,-23.98292,35.52249,Level,65.2168,Extra time,2.2834,2.6,60,NR,7168.233,Patch-reef high,4,0,Dasyatidae,Megatrygon,microps,Megatrygon microps,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_063,5/14/2019,Guinjata - Manta,NR,Mackerel,10:12,30,1,ESE,80,N,-23.98509,35.5204,Level,,,,,60,NR,4404.398,Sand,53,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_064,5/14/2019,Guinjata - Manta,NR,Mackerel,10:18,29.6,1,ESE,80,N,-23.98715,35.51937,Level,,,,,60,NR,10094.103,Sand,51,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_065,5/14/2019,Guinjata - Manta,NR,Mackerel,10:26,26,1,ESE,80,N,-23.9883,35.51645,Level,,,,,60,NR,2868.311,Sand,55,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_066,5/14/2019,Guinjata,NR,Mackerel,11:47,19.2,1,ESE,80,N,-24.01258,35.50964,Level,,,,,60,NR,4601.619,Patch-reef low,43,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_067,5/14/2019,Guinjata,NR,Mackerel,11:52,17,1,ESE,80,N,-24.01436,35.50784,Level,,,,,60,NR,6737.049,Sand,41,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_068,5/14/2019,Guinjata,NR,Mackerel,11:59,12.2,1,ESE,80,N,-24.01714,35.50597,Level,,,,,60,NR,6375.915,Patch-reef high,66,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_069,5/14/2019,Guinjata,NR,Mackerel,12:05,9.1,1,ESE,80,N,-24.01885,35.50544,Level,,,,,60,NR,NR,Reef high,NR,NR,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_070,5/14/2019,Guinjata,NR,Mackerel,12:09,9.3,1,ESE,80,N,-24.02132,35.50484,Level,,,,,60,NR,NR,Sand,49,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_071,5/14/2019,Guinjata,NR,Mackerel,13:40,16.2,1.5,ESE,80,N,-24.06809,35.50327,Level,,,,,60,NR,NR,Patch-reef high,0,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_072,5/14/2019,Guinjata,NR,Mackerel,13:46,11.2,1.5,ESE,80,N,-24.07027,35.50219,Level,,,,,60,NR,8360.155,Reef low,57,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_073,5/14/2019,Guinjata,NR,Mackerel,13:53,21,1.5,ESE,80,N,-24.06986,35.50606,Level,9.8785,Analysis 2 upside system on side,5.7382,2.6,60,NR,12304.138,Reef high,65,0,Rhinidae,Rhynchobatus,djiddensis,Rhynchobatus djiddensis,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_074,5/14/2019,Guinjata,NR,Mackerel,13:58,18,1.5,ESE,80,N,-24.07187,35.50499,Level,,,,,60,NR,7434.618,Sand inundated reef,37,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_075,5/14/2019,Guinjata,NR,Mackerel,14:04,17,1.5,ESE,80,N,-24.07406,35.50381,Level,,,,,60,NR,4598.699,Sand,58,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_076,5/15/2019,Guinjata,NR,Mackerel,8:42,10.9,0.5,E,20,N,-24.23414,35.42597,Level,,,,,60,NR,3015.621,Sand,57,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_077,5/15/2019,Guinjata,NR,Mackerel,8:48,12,0.5,E,20,N,-24.23183,35.42738,Level,,,,,60,NR,3886.636,Patch-reef high,32,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_078,5/15/2019,Guinjata,NR,Mackerel,8:53,12.9,0.5,E,20,N,-24.2301,35.42953,down,,,,,60,NR,1100.239,Patch-reef high,0,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_079,5/15/2019,Guinjata,NR,Mackerel,8:58,13.7,0.5,E,20,N,-24.2281,35.43132,Level,,,,,60,NR,13459.131,Patch-reef high,39,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_080,5/15/2019,Guinjata,NR,Mackerel,9:02,13,1,E,20,N,-24.22554,35.43194,Level,,,,,60,NR,NR,Sand,54,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_081,5/15/2019,Guinjata - Paindane,NR,Mackerel,10:29,15.7,1,E,20,N,-24.19981,35.44889,Level,,,,,60,NR,NR,Sand,56,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_082,5/15/2019,Guinjata - Paindane,NR,Mackerel,10:35,16,1,E,20,N,-24.19859,35.45125,Level,,,,,60,NR,2000.369,Sand,48,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_083,5/15/2019,Guinjata - Paindane,NR,Mackerel,10:39,16,1,E,20,N,-24.19764,35.45414,Level,,,,,59,NR,8972.181,Sand,61,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_084,5/15/2019,Guinjata - Paindane,NR,Mackerel,10:44,17,1,E,20,N,-24.19823,35.4567,Level,33.011,Analysis 1 Shift in position,31.5087,1.3,42,NR,3979.362,Sand,56,0,Dasyatidae,Himantura,uarnak,Himantura uarnak,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_085,5/15/2019,Guinjata - Paindane,NR,Mackerel,10:48,17.5,1,E,20,N,-24.19807,35.45927,Down,,,,,14,NR,3510.948,Sand,2,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_086,5/15/2019,Guinjata - Paindane,NR,Mackerel,12:18,6,1,E,20,N,-24.16233,35.47792,Up,,,,,60,NR,6120.407,Sand,91,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_087,5/15/2019,Guinjata - Paindane,NR,Mackerel,12:24,8,1,E,20,N,-24.15942,35.48037,Level,28.1059,Analysis,26.5301,1.3,60,NR,9358.348,Reef high,41,0,Aetobatidae,Aetobatus,ocellatus,Aetobatus ocellatus,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_087,5/15/2019,Guinjata - Paindane,NR,Mackerel,12:24,8,1,E,20,N,-24.15942,35.48037,Level,17.3087,Analysis,15.7329,1.3,60,NR,9358.348,Reef high,41,0,Ginglymostomatidae,Pseudoginglymostoma,brevicaudatum,Pseudoginglymostoma brevicaudatum,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_088,5/15/2019,Guinjata - Paindane,NR,Mackerel,12:29,11.3,1,E,20,N,-24.15735,35.48202,Level,,,,,60,NR,11692.442,Reef high,75,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_089,5/15/2019,Guinjata - Paindane,NR,Mackerel,12:33,12,1,E,20,N,-24.15509,35.48407,Level,11.422,Analysis,10.6245,0.5,60,NR,6249.25,Reef high,45,0,Ginglymostomatidae,Pseudoginglymostoma,brevicaudatum,Pseudoginglymostoma brevicaudatum,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_090,5/15/2019,Guinjata - Paindane,NR,Mackerel,12:37,13.5,1,E,20,N,-24.15295,35.48565,Level,,,,,60,NR,NR,Patch-reef high,88,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_091,5/15/2019,Guinjata - Paindane,NR,Mackerel,14:02,9.6,1.5,E,20,N,-24.1068,35.50334,Level,,,,,60,NR,NR,Sand,59,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_092,5/15/2019,Guinjata - Paindane,NR,Mackerel,14:08,17.3,1.5,E,20,N,-24.10562,35.505,Level,,,,,60,NR,4840.022,Sand,56,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_093,5/15/2019,Guinjata - Paindane,NR,Mackerel,14:12,12,2,E,20,N,-24.10275,35.505,Level,37.6398,Analysis,35.5633,2,60,NR,7029.963,Patch-reef low,38,0,Dasyatidae,Neotrygon,caeruleopunctata,Neotrygon caeruleopunctata,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_094,5/15/2019,Guinjata - Paindane,NR,Mackerel,14:29,17,2,E,20,N,-24.09694,35.50666,down,,,,,60,NR,7604.917,Reef high,0,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_095,5/15/2019,Guinjata - Paindane,NR,Mackerel,14:35,17,2,E,20,N,-24.09502,35.50536,Level,,,,,60,NR,7582.369,Sand,59,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_096,5/17/2019,Zavora,NR,Mackerel,7:16,12,NR,NR,NR,NR,-24.48258,35.23906,Up,16.2838,Analysis,13.6144,2.4,60,NR,11783.564,Reef high,100,0,Myliobatidae,Mobula,birostris,Mobula birostris,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_097,5/17/2019,Zavora,NR,Mackerel,7:22,17,NR,NR,NR,NR,-24.48068,35.24023,Level,6.1342,Analysis,3.6695,2.3,60,NR,8540.35,Patch-reef low,66,0,Dasyatidae,Neotrygon,caeruleopunctata,Neotrygon caeruleopunctata,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_097,5/17/2019,Zavora,NR,Mackerel,7:22,17,NR,NR,NR,NR,-24.48068,35.24023,Level,37.7535,Analysis,35.2889,2.3,60,NR,8540.35,Patch-reef low,66,0,Myliobatidae,Mobula,kuhlii,Mobula kuhlii,2,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_098,5/17/2019,Zavora,NR,Mackerel,7:25,19,NR,NR,NR,NR,-24.47393,35.24206,Level,48.4823,Analysis,47.1716,1.2,60,NR,6234.023,Sand,58,0,Hemigaleidae,Paragaleus,leucolomatus,Paragaleus leucolomatus,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_099,5/17/2019,Zavora,NR,Mackerel,7:29,16,NR,NR,NR,NR,-24.47698,35.24337,Up,,,,,60,NR,9850.456,Reef high,95,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_100,5/17/2019,Zavora,NR,Mackerel,7:34,15,NR,NR,NR,NR,-24.47514,35.24479,Level,,,,,60,NR,NR,Reef high,30,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_101,5/17/2019,Zavora,NR,Mackerel,9:05,19,NR,NR,NR,NR,-24.45005,35.2659,up,,,,,60,NR,NR,Reef high,100,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_102,5/17/2019,Zavora,NR,Mackerel,9:11,22.5,NR,NR,NR,NR,-24.4475,35.26778,Level,,,,,60,NR,6078.423,Sand,65,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_103,5/17/2019,Zavora,NR,Mackerel,9:17,20,NR,NR,NR,NR,-24.44405,35.27015,Level,,,,,60,NR,3274.357,Reef high,43,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_104,5/17/2019,Zavora,NR,Mackerel,9:22,24.3,NR,NR,NR,NR,-24.4413,35.27214,Level,,,,,60,NR,4622.404,Sand inundated reef,45,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_105,5/17/2019,Zavora,NR,Mackerel,9:28,11.5,NR,NR,NR,NR,-24.44071,35.26875,Level,,,,,60,NR,8694.769,Reef high,21,0,,,, ,,,
